F1,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020
4055,2927005,Windsor Terrace,40.65541,-73.9761,Entire home/apt,200,151,2,44,0.84,176
30737,26385398,Windsor Terrace,40.66154,-73.98283,Entire home/apt,230,228,2,59,3.63,188
6859,5409372,Windsor Terrace,40.65497,-73.97459,Entire home/apt,120,269,2,17,0.3,0
23350,20147628,Windsor Terrace,40.65783,-73.98236,Entire home/apt,150,269,2,7,0.42,62
24609,21106349,Windsor Terrace,40.65853,-73.98301,Entire home/apt,175,298,2,78,3.87,163
32254,27900847,Windsor Terrace,40.66047,-73.98244,Entire home/apt,154,354,2,20,1.3,8
16923,14142298,Woodhaven,40.6905,-73.85612,Entire home/apt,85,198,2,86,2.12,70
16212,13669391,Woodlawn,40.89984,-73.86902,Entire home/apt,85,38,2,58,1.41,324
34549,29980934,Woodside,40.74951,-73.90787,Entire home/apt,100,31,2,49,4.38,66
4404,3325617,Woodside,40.74549,-73.90872,Entire home/apt,105,219,2,234,3.54,0
34263,29800915,Allerton,40.86116,-73.86248,Entire home/apt,69,202,3,38,2.98,340
34709,30084221,Alphabet City,40.72818,-73.98075,Entire home/apt,225,82,3,2,0.18,0
20172,17366807,Alphabet City,40.72117,-73.98215,Entire home/apt,160,289,3,34,1.01,7
26749,22262408,Alphabet City,40.72712,-73.98233,Entire home/apt,115,360,3,22,1.33,5
25770,21799291,Alphabet City,40.72202,-73.97909,Entire home/apt,230,361,3,4,0.17,114
22596,19602515,Alphabet City,40.72349,-73.98491,Entire home/apt,150,363,3,13,0.55,19
3120,2028291,Astoria,40.7582,-73.92811,Entire home/apt,149,11,3,22,0.56,355
15748,13410813,Astoria,40.7537,-73.93186,Entire home/apt,120,11,3,44,1.35,362
11745,9633323,Astoria,40.75697,-73.91847,Entire home/apt,130,17,3,54,1.11,351
14830,12780475,Astoria,40.75735,-73.92134,Entire home/apt,125,26,3,30,0.73,308
16232,13675413,Astoria,40.76985,-73.92481,Entire home/apt,205,26,3,59,1.45,348
4871,3768977,Astoria,40.76403,-73.92162,Entire home/apt,170,33,3,124,1.93,0
32781,28389715,Astoria,40.75651,-73.93441,Entire home/apt,170,46,3,50,3.48,242
31240,26897453,Astoria,40.75648,-73.93389,Entire home/apt,80,138,3,68,4.1,0
28367,23747164,Astoria,40.75815,-73.92893,Entire home/apt,150,144,3,55,2.68,0
9841,8045552,Astoria,40.76762,-73.90727,Entire home/apt,87,145,3,169,3.35,241
6075,4717296,Astoria,40.76586,-73.93342,Entire home/apt,150,161,3,84,1.62,226
3275,2123079,Astoria,40.76304,-73.92777,Entire home/apt,120,196,3,96,1.88,163
18235,15568616,Astoria,40.76112,-73.92631,Entire home/apt,79,203,3,54,1.46,114
30075,25635162,Astoria,40.75859,-73.91334,Entire home/apt,90,223,3,50,3.02,121
2584,1552242,Astoria,40.75676,-73.93463,Entire home/apt,250,230,3,202,2.72,0
34512,29959489,Astoria,40.75507,-73.90741,Entire home/apt,80,311,3,4,0.34,0
33057,28689388,Astoria,40.77379,-73.91875,Entire home/apt,95,323,3,15,1.04,33
23133,19967115,Astoria,40.76297,-73.91696,Entire home/apt,80,348,3,14,0.49,0
25444,21629751,Astoria,40.76549,-73.91735,Entire home/apt,150,351,3,3,0.13,6
34767,30120427,Astoria,40.77036,-73.92191,Entire home/apt,165,356,3,2,0.16,0
32710,28334679,Astoria,40.76642,-73.91637,Entire home/apt,125,360,3,6,0.41,0
29888,25377317,Astoria,40.75831,-73.92658,Entire home/apt,96,361,3,10,0.56,8
19225,16377144,Astoria,40.76793,-73.91918,Entire home/apt,79,364,3,2,0.09,0
25728,21772083,Bath Beach,40.60674,-74.00428,Entire home/apt,99,31,3,54,2.52,328
20508,17731891,Bath Beach,40.60353,-74.01599,Entire home/apt,180,199,3,53,1.64,158
13251,10812612,Battery Park City,40.70642,-74.01756,Entire home/apt,245,300,3,64,1.44,100
2825,1810457,Bay Ridge,40.63464,-74.03094,Entire home/apt,92,26,3,102,1.42,345
27389,22714688,Bay Ridge,40.63557,-74.03449,Entire home/apt,110,242,3,56,3.45,153
5125,3971580,Bay Ridge,40.63562,-74.0235,Entire home/apt,130,278,3,1,0.05,83
32030,27672277,Bay Ridge,40.63368,-74.01956,Entire home/apt,300,336,3,10,0.68,25
19945,17076735,Baychester,40.86673,-73.845,Entire home/apt,129,204,3,90,2.77,78
27684,23038520,Baychester,40.85929,-73.84229,Entire home/apt,60,266,3,51,2.34,81
31970,27610245,Bayside,40.76561,-73.7464,Entire home/apt,125,208,3,26,1.67,160
32947,28583260,Bayside,40.74933,-73.76821,Entire home/apt,165,284,3,4,0.28,268
32529,28139041,Bayside,40.76039,-73.77419,Entire home/apt,190,340,3,1,0.09,0
2760,1750527,Bedford-Stuyvesant,40.69194,-73.95952,Entire home/apt,195,9,3,91,1.22,342
4770,3678796,Bedford-Stuyvesant,40.68138,-73.95018,Entire home/apt,99,10,3,234,3.61,336
19325,16423876,Bedford-Stuyvesant,40.68205,-73.92833,Entire home/apt,200,17,3,85,2.49,278
5238,4085413,Bedford-Stuyvesant,40.68051,-73.93317,Entire home/apt,125,18,3,28,0.45,0
11012,9117817,Bedford-Stuyvesant,40.68357,-73.94126,Entire home/apt,149,18,3,36,0.83,353
34114,29676867,Bedford-Stuyvesant,40.68277,-73.92012,Entire home/apt,100,19,3,53,4.01,278
4591,3533180,Bedford-Stuyvesant,40.68837,-73.9256,Entire home/apt,399,21,3,57,1.02,0
7278,5905128,Bedford-Stuyvesant,40.68336,-73.91449,Entire home/apt,83,21,3,70,1.26,334
1553,753687,Bedford-Stuyvesant,40.67958,-73.93687,Entire home/apt,125,22,3,111,1.36,347
21730,18924938,Bedford-Stuyvesant,40.68512,-73.93607,Entire home/apt,225,25,3,49,1.79,316
2873,1851926,Bedford-Stuyvesant,40.6889,-73.92469,Entire home/apt,95,26,3,149,2.06,0
3597,2385779,Bedford-Stuyvesant,40.68843,-73.93678,Entire home/apt,179,26,3,167,2.42,333
16229,13674349,Bedford-Stuyvesant,40.68114,-73.95795,Entire home/apt,149,26,3,3,0.07,338
23447,20194954,Bedford-Stuyvesant,40.68004,-73.93928,Entire home/apt,175,26,3,78,2.79,345
24949,21311003,Bedford-Stuyvesant,40.68613,-73.94021,Entire home/apt,165,26,3,30,1.28,353
5523,4309648,Bedford-Stuyvesant,40.68568,-73.95266,Entire home/apt,160,27,3,166,2.67,317
28554,23917121,Bedford-Stuyvesant,40.6824,-73.93045,Entire home/apt,125,28,3,106,5.36,329
4813,3716193,Bedford-Stuyvesant,40.68205,-73.94239,Entire home/apt,100,33,3,178,2.74,1
1622,784122,Bedford-Stuyvesant,40.6802,-73.91366,Entire home/apt,149,33,3,89,1.59,359
3898,2730497,Bedford-Stuyvesant,40.68058,-73.93856,Entire home/apt,130,34,3,105,1.53,320
7568,6237974,Bedford-Stuyvesant,40.682,-73.92246,Entire home/apt,125,35,3,185,3.34,340
29716,25188064,Bedford-Stuyvesant,40.68273,-73.91651,Entire home/apt,150,35,3,48,2.56,350
2651,1646432,Bedford-Stuyvesant,40.68471,-73.95325,Entire home/apt,130,36,3,240,3.24,1
27102,22451798,Bedford-Stuyvesant,40.68427,-73.93118,Entire home/apt,75,39,3,111,4.89,317
5410,4227161,Bedford-Stuyvesant,40.68542,-73.95184,Entire home/apt,1050,39,3,131,2.17,337
2955,1918903,Bedford-Stuyvesant,40.67963,-73.9375,Entire home/apt,140,44,3,159,2.23,242
19696,16749005,Bedford-Stuyvesant,40.68039,-73.94302,Entire home/apt,250,46,3,71,2.2,321
7664,6316121,Bedford-Stuyvesant,40.68321,-73.93666,Entire home/apt,132,46,3,124,2.23,325
25241,21501622,Bedford-Stuyvesant,40.67664,-73.91163,Entire home/apt,90,49,3,47,1.91,328
13489,11190831,Bedford-Stuyvesant,40.67981,-73.94372,Entire home/apt,145,51,3,134,3.07,314
19297,16409634,Bedford-Stuyvesant,40.68699,-73.92258,Entire home/apt,399,51,3,38,1.08,338
6386,4877884,Bedford-Stuyvesant,40.68175,-73.9153,Entire home/apt,145,52,3,230,3.83,302
4850,3752035,Bedford-Stuyvesant,40.68772,-73.95484,Entire home/apt,180,57,3,84,1.4,337
3321,2151479,Bedford-Stuyvesant,40.68922,-73.94626,Entire home/apt,117,68,3,114,1.68,332
25715,21769638,Bedford-Stuyvesant,40.69395,-73.95232,Entire home/apt,150,70,3,61,2.49,295
2402,1347847,Bedford-Stuyvesant,40.69376,-73.93776,Entire home/apt,225,78,3,249,3.35,302
4042,2918393,Bedford-Stuyvesant,40.68432,-73.9425,Entire home/apt,151,85,3,34,0.5,265
8612,7037791,Bedford-Stuyvesant,40.6874,-73.9383,Entire home/apt,180,87,3,138,2.57,293
4112,3004348,Bedford-Stuyvesant,40.68426,-73.95054,Entire home/apt,100,91,3,307,4.57,315
8331,6827028,Bedford-Stuyvesant,40.68876,-73.93764,Entire home/apt,177,98,3,161,3.06,315
2904,1881556,Bedford-Stuyvesant,40.68413,-73.92693,Entire home/apt,120,103,3,222,3.04,197
4809,3710436,Bedford-Stuyvesant,40.67862,-73.94687,Entire home/apt,199,106,3,120,1.98,7
2486,1439162,Bedford-Stuyvesant,40.68238,-73.93795,Entire home/apt,99,109,3,218,2.84,213
15346,13153886,Bedford-Stuyvesant,40.68145,-73.94208,Entire home/apt,170,113,3,84,2.05,320
8795,7205861,Bedford-Stuyvesant,40.68435,-73.93806,Entire home/apt,125,115,3,20,0.39,218
10735,8884181,Bedford-Stuyvesant,40.68846,-73.95653,Entire home/apt,200,123,3,127,2.59,212
26663,22217757,Bedford-Stuyvesant,40.68376,-73.95109,Entire home/apt,66,128,3,60,3.45,161
10433,8609779,Bedford-Stuyvesant,40.68552,-73.95328,Entire home/apt,110,139,3,144,2.87,167
20157,17339881,Bedford-Stuyvesant,40.68469,-73.947,Entire home/apt,120,139,3,138,4.08,247
3197,2080861,Bedford-Stuyvesant,40.69049,-73.93748,Entire home/apt,177,144,3,226,3.13,294
6965,5547081,Bedford-Stuyvesant,40.68937,-73.95097,Entire home/apt,298,145,3,18,0.32,109
30626,26260012,Bedford-Stuyvesant,40.6916,-73.92915,Entire home/apt,129,145,3,10,0.7,203
23925,20619757,Bedford-Stuyvesant,40.68303,-73.95431,Entire home/apt,130,146,3,80,2.96,327
28971,24369857,Bedford-Stuyvesant,40.69372,-73.9485,Entire home/apt,124,148,3,82,4.3,279
17549,14841128,Bedford-Stuyvesant,40.68234,-73.94943,Entire home/apt,152,150,3,149,4.03,1
6883,5433967,Bedford-Stuyvesant,40.68369,-73.91349,Entire home/apt,120,153,3,208,3.64,205
27576,22937095,Bedford-Stuyvesant,40.68898,-73.95835,Entire home/apt,98,165,3,60,2.66,118
27716,23062725,Bedford-Stuyvesant,40.67958,-73.90858,Entire home/apt,119,170,3,83,4.13,197
25641,21733997,Bedford-Stuyvesant,40.68639,-73.93263,Entire home/apt,80,185,3,13,0.53,236
17680,14991887,Bedford-Stuyvesant,40.68664,-73.93849,Entire home/apt,100,195,3,49,2.39,99
7015,5605822,Bedford-Stuyvesant,40.68175,-73.93886,Entire home/apt,135,199,3,164,2.89,107
17449,14756913,Bedford-Stuyvesant,40.68112,-73.9302,Entire home/apt,120,201,3,74,1.89,70
17284,14533013,Bedford-Stuyvesant,40.68438,-73.95188,Entire home/apt,125,201,3,38,0.96,275
27719,23070522,Bedford-Stuyvesant,40.6849,-73.91811,Entire home/apt,140,202,3,36,1.72,153
9910,8118112,Bedford-Stuyvesant,40.68285,-73.93961,Entire home/apt,125,202,3,106,2.05,166
31837,27517686,Bedford-Stuyvesant,40.68249,-73.93916,Entire home/apt,145,203,3,40,2.61,152
19440,16503382,Bedford-Stuyvesant,40.68988,-73.95334,Entire home/apt,110,205,3,159,4.45,0
33542,29158689,Bedford-Stuyvesant,40.69732,-73.93684,Entire home/apt,125,207,3,34,2.54,320
7981,6569350,Bedford-Stuyvesant,40.68258,-73.93893,Entire home/apt,145,208,3,142,2.61,161
22706,19691108,Bedford-Stuyvesant,40.68128,-73.93202,Entire home/apt,99,209,3,65,2.39,75
7059,5659666,Bedford-Stuyvesant,40.68309,-73.92909,Entire home/apt,125,212,3,66,1.18,169
21469,18706173,Bedford-Stuyvesant,40.68416,-73.9551,Entire home/apt,160,213,3,71,2.42,144
10682,8843995,Bedford-Stuyvesant,40.68549,-73.93268,Entire home/apt,100,215,3,164,3.25,147
20075,17249755,Bedford-Stuyvesant,40.69,-73.93783,Entire home/apt,110,225,3,87,2.56,154
19412,16480273,Bedford-Stuyvesant,40.69158,-73.93776,Entire home/apt,100,226,3,85,2.5,107
21945,19099537,Bedford-Stuyvesant,40.6785,-73.91803,Entire home/apt,100,228,3,125,4.19,129
20274,17493275,Bedford-Stuyvesant,40.69478,-73.96126,Entire home/apt,140,233,3,47,2.84,74
33534,29155175,Bedford-Stuyvesant,40.68364,-73.92306,Entire home/apt,139,238,3,59,4.31,315
32431,28054489,Bedford-Stuyvesant,40.68476,-73.9548,Entire home/apt,130,244,3,2,0.17,0
22595,19602390,Bedford-Stuyvesant,40.68296,-73.93052,Entire home/apt,100,249,3,86,2.95,95
10915,9046203,Bedford-Stuyvesant,40.67867,-73.92282,Entire home/apt,130,268,3,142,2.9,1
29698,25167819,Bedford-Stuyvesant,40.68456,-73.92489,Entire home/apt,169,276,3,11,0.65,32
18295,15659743,Bedford-Stuyvesant,40.6804,-73.93648,Entire home/apt,125,282,3,108,2.88,162
4728,3643673,Bedford-Stuyvesant,40.68949,-73.92784,Entire home/apt,100,288,3,40,0.61,77
5596,4378951,Bedford-Stuyvesant,40.68578,-73.93965,Entire home/apt,170,289,3,223,3.72,163
22851,19786240,Bedford-Stuyvesant,40.68827,-73.94943,Entire home/apt,550,292,3,4,0.17,89
25757,21789193,Bedford-Stuyvesant,40.68554,-73.93429,Entire home/apt,120,293,3,10,0.8,0
17611,14914739,Bedford-Stuyvesant,40.68381,-73.94346,Entire home/apt,250,294,3,60,1.53,19
9388,7698722,Bedford-Stuyvesant,40.68599,-73.9394,Entire home/apt,99,294,3,110,2.4,60
5729,4480793,Bedford-Stuyvesant,40.68256,-73.94326,Entire home/apt,125,297,3,36,0.6,73
34800,30132711,Bedford-Stuyvesant,40.69176,-73.95396,Entire home/apt,120,298,3,30,2.47,62
11791,9676482,Bedford-Stuyvesant,40.68986,-73.95892,Entire home/apt,125,298,3,56,1.17,62
18037,15367894,Bedford-Stuyvesant,40.68709,-73.95444,Entire home/apt,125,301,3,107,2.78,4
24736,21191546,Bedford-Stuyvesant,40.68747,-73.92879,Entire home/apt,189,306,3,90,3.45,42
32998,28631359,Bedford-Stuyvesant,40.6843,-73.91985,Entire home/apt,89,306,3,69,4.72,59
31612,27302499,Bedford-Stuyvesant,40.6855,-73.95677,Entire home/apt,125,308,3,20,1.31,0
29583,25033991,Bedford-Stuyvesant,40.68061,-73.93642,Entire home/apt,189,308,3,40,2.2,21
6687,5205123,Bedford-Stuyvesant,40.6856,-73.95332,Entire home/apt,150,325,3,45,0.87,0
13122,10615883,Bedford-Stuyvesant,40.69506,-73.95019,Entire home/apt,145,334,3,48,1.04,0
22444,19470886,Bedford-Stuyvesant,40.68779,-73.95378,Entire home/apt,60,336,3,19,0.65,59
28527,23893916,Bedford-Stuyvesant,40.68229,-73.93261,Entire home/apt,100,341,3,48,2.34,0
25165,21455957,Bedford-Stuyvesant,40.6918,-73.95884,Entire home/apt,85,347,3,23,0.93,0
7195,5815437,Bedford-Stuyvesant,40.69007,-73.92898,Entire home/apt,125,352,3,8,0.14,39
34208,29759120,Bedford-Stuyvesant,40.69299,-73.92934,Entire home/apt,81,353,3,6,0.45,0
7589,6249740,Bedford-Stuyvesant,40.68537,-73.95402,Entire home/apt,199,354,3,10,0.18,0
8965,7354701,Bedford-Stuyvesant,40.68396,-73.92872,Entire home/apt,159,355,3,9,0.25,0
34758,30109151,Bedford-Stuyvesant,40.69137,-73.96,Entire home/apt,155,358,3,12,1.03,0
29911,25421109,Bedford-Stuyvesant,40.68695,-73.91937,Entire home/apt,120,360,3,2,0.13,0
2585,1559435,Bedford-Stuyvesant,40.68864,-73.9213,Entire home/apt,75,360,3,36,0.6,6
26442,22107189,Bedford-Stuyvesant,40.68518,-73.95328,Entire home/apt,88,362,3,5,0.21,1
20710,17958414,Bensonhurst,40.61901,-74.00045,Entire home/apt,120,12,3,53,1.64,350
31710,27394897,Bensonhurst,40.60569,-73.99823,Entire home/apt,113,210,3,27,1.71,163
34034,29628380,Bergen Beach,40.61954,-73.91133,Entire home/apt,85,28,3,26,2.07,347
30694,26337617,Bergen Beach,40.62402,-73.91681,Entire home/apt,85,284,3,44,2.84,157
4360,3282550,Boerum Hill,40.6846,-73.98454,Entire home/apt,158,86,3,12,0.18,0
9378,7695043,Boerum Hill,40.68589,-73.99102,Entire home/apt,165,134,3,44,0.83,252
26092,21950138,Boerum Hill,40.6853,-73.98804,Entire home/apt,550,311,3,7,0.36,0
4965,3840541,Boerum Hill,40.69054,-73.99039,Entire home/apt,150,328,3,80,1.45,118
29882,25369155,Boerum Hill,40.69015,-73.99098,Entire home/apt,140,357,3,10,0.6,14
9365,7688839,Boerum Hill,40.68732,-73.99245,Entire home/apt,147,362,3,27,0.54,0
25041,21368441,Boerum Hill,40.68497,-73.97986,Entire home/apt,200,362,3,57,2.32,0
18401,15775237,Boerum Hill,40.68501,-73.98581,Entire home/apt,255,362,3,18,0.51,16
6208,4782569,Borough Park,40.61959,-73.97857,Entire home/apt,81,27,3,56,1.13,313
26504,22150523,Brooklyn,40.64017,-73.9105,Entire home/apt,290,1,3,6,0.39,364
1836,857810,Brooklyn,40.71373,-73.94958,Entire home/apt,249,2,3,33,0.4,350
27474,22802275,Brooklyn,40.65676,-73.94139,Entire home/apt,150,2,3,1,0.06,363
13330,10940559,Brooklyn,40.6344,-73.8948,Entire home/apt,177,2,3,23,0.53,363
24043,20689498,Brooklyn,40.67026,-73.97548,Entire home/apt,230,4,3,14,0.55,352
11819,9689359,Brooklyn,40.6186,-74.0071,Entire home/apt,160,8,3,58,1.2,234
30582,26224538,Brooklyn,40.69231,-73.93781,Entire home/apt,220,8,3,39,2.52,299
33630,29234766,Brooklyn,40.68086,-73.98002,Entire home/apt,140,8,3,44,3.58,331
34657,30046359,Brooklyn,40.7034,-73.98544,Entire home/apt,219,8,3,23,2.02,344
22929,19829900,Brooklyn,40.61889,-73.99895,Entire home/apt,99,8,3,39,1.99,347
28140,23546631,Brooklyn,40.63457,-74.0325,Entire home/apt,125,9,3,35,1.67,336
33532,29153170,Brooklyn,40.67419,-73.92173,Entire home/apt,200,9,3,32,2.56,352
7297,5934108,Brooklyn,40.6748,-73.97736,Entire home/apt,95,10,3,5,0.09,0
4576,3519172,Brooklyn,40.68902,-73.96976,Entire home/apt,250,11,3,24,0.43,0
7227,5849991,Brooklyn,40.65041,-73.92574,Entire home/apt,249,11,3,16,0.78,17
1497,727512,Brooklyn,40.73867,-73.95448,Entire home/apt,199,11,3,60,0.75,108
31902,27551807,Brooklyn,40.67578,-73.94159,Entire home/apt,689,11,3,28,1.73,348
34654,30043966,Brooklyn,40.6871,-73.92449,Entire home/apt,125,12,3,32,2.5,358
25097,21399885,Brooklyn,40.68742,-73.91628,Entire home/apt,154,13,3,38,1.62,347
7012,5604704,Brooklyn,40.67644,-73.95991,Entire home/apt,160,13,3,150,2.67,349
7689,6334236,Brooklyn,40.6756,-73.92305,Entire home/apt,99,14,3,68,1.23,345
7479,6146081,Brooklyn,40.64944,-73.93376,Entire home/apt,97,15,3,76,1.37,158
2249,1195260,Brooklyn,40.65176,-73.93452,Entire home/apt,95,16,3,113,1.43,0
11060,9155206,Brooklyn,40.68271,-73.94038,Entire home/apt,165,16,3,61,1.28,339
3298,2137796,Brooklyn,40.68478,-73.92971,Entire home/apt,170,16,3,142,1.97,340
9210,7562552,Brooklyn,40.68338,-73.92072,Entire home/apt,110,16,3,145,2.78,350
34822,30152553,Brooklyn,40.67958,-73.97816,Entire home/apt,345,17,3,10,0.82,0
9075,7456166,Brooklyn,40.70222,-73.93294,Entire home/apt,147,17,3,124,2.55,219
1451,702440,Brooklyn,40.67507,-73.98093,Entire home/apt,150,17,3,83,1.01,292
13783,11575101,Brooklyn,40.69549,-73.92249,Entire home/apt,79,18,3,113,2.5,1
3596,2385344,Brooklyn,40.73334,-73.95478,Entire home/apt,500,18,3,82,1.2,345
5547,4341158,Brooklyn,40.65337,-73.91229,Entire home/apt,100,18,3,69,1.21,346
9361,7680750,Brooklyn,40.68022,-73.92795,Entire home/apt,100,19,3,132,2.61,1
31569,27259887,Brooklyn,40.68571,-73.93868,Entire home/apt,250,19,3,39,2.38,269
1623,784124,Brooklyn,40.68176,-73.914,Entire home/apt,149,19,3,78,0.96,349
13259,10827567,Brooklyn,40.6725,-73.93981,Entire home/apt,98,20,3,138,2.98,1
32423,28050532,Brooklyn,40.62588,-73.96396,Entire home/apt,89,20,3,36,2.38,73
8786,7202368,Brooklyn,40.68651,-73.933,Entire home/apt,98,20,3,108,2.07,131
22087,19200270,Brooklyn,40.60658,-73.99738,Entire home/apt,113,20,3,78,2.63,154
9762,7968983,Brooklyn,40.66125,-73.89976,Entire home/apt,275,20,3,85,1.66,310
27362,22699847,Brooklyn,40.69292,-73.94657,Entire home/apt,150,20,3,38,1.72,329
4877,3775259,Brooklyn,40.6872,-73.93805,Entire home/apt,169,20,3,190,3,351
34443,29921569,Brooklyn,40.71518,-73.95777,Entire home/apt,300,21,3,8,0.66,64
21558,18789421,Brooklyn,40.68843,-73.92536,Entire home/apt,125,21,3,113,3.79,325
9133,7500571,Brooklyn,40.68544,-73.93872,Entire home/apt,102,21,3,75,1.46,335
3751,2551532,Brooklyn,40.68709,-73.95558,Entire home/apt,176,21,3,181,2.64,338
18523,15888448,Brooklyn,40.68148,-73.8904,Entire home/apt,63,21,3,59,1.61,349
5241,4089102,Brooklyn,40.68407,-73.95487,Entire home/apt,152,23,3,162,2.56,1
1903,915020,Brooklyn,40.66414,-73.98457,Entire home/apt,150,23,3,150,1.86,336
2761,1750679,Brooklyn,40.66946,-73.95008,Entire home/apt,185,23,3,121,2.02,348
5394,4216813,Brooklyn,40.72309,-73.93767,Entire home/apt,200,23,3,108,1.72,353
6450,4930683,Brooklyn,40.68168,-73.9368,Entire home/apt,100,24,3,91,1.8,308
2513,1467106,Brooklyn,40.69301,-73.94551,Entire home/apt,155,25,3,245,3.19,0
6947,5533000,Brooklyn,40.69525,-73.91385,Entire home/apt,250,25,3,31,0.55,78
27417,22747209,Brooklyn,40.63762,-73.91004,Entire home/apt,95,25,3,4,0.18,143
25900,21859466,Brooklyn,40.71769,-73.96339,Entire home/apt,300,25,3,31,1.28,312
10129,8319488,Brooklyn,40.67173,-73.98303,Entire home/apt,300,25,3,84,1.64,316
20086,17256012,Brooklyn,40.69397,-73.92649,Entire home/apt,150,25,3,71,2.15,327
13756,11553357,Brooklyn,40.68174,-73.91365,Entire home/apt,125,25,3,53,1.17,353
19926,17042235,Brooklyn,40.71247,-73.96155,Entire home/apt,225,26,3,15,0.46,0
2657,1652996,Brooklyn,40.68005,-73.93911,Entire home/apt,135,26,3,188,2.51,74
4777,3685704,Brooklyn,40.68822,-73.94357,Entire home/apt,95,26,3,129,2.22,250
28264,23664113,Brooklyn,40.71732,-73.95394,Entire home/apt,400,27,3,5,0.28,285
7663,6316005,Brooklyn,40.68068,-73.92874,Entire home/apt,280,27,3,157,2.83,329
2560,1520806,Brooklyn,40.68084,-73.92804,Entire home/apt,170,28,3,150,2.08,1
19379,16454273,Brooklyn,40.66643,-73.97598,Entire home/apt,165,28,3,43,1.28,226
10445,8616888,Brooklyn,40.67017,-73.94852,Entire home/apt,360,28,3,13,0.35,295
21185,18455830,Brooklyn,40.69063,-73.91224,Entire home/apt,190,28,3,50,1.61,337
31009,26715682,Brooklyn,40.59166,-73.96672,Entire home/apt,76,30,3,40,2.39,310
6759,5297292,Brooklyn,40.68211,-73.92121,Entire home/apt,150,30,3,118,2.07,356
2014,997404,Brooklyn,40.68364,-73.92638,Entire home/apt,145,31,3,213,2.62,1
6749,5285867,Brooklyn,40.64858,-73.96378,Entire home/apt,90,31,3,28,0.48,71
9596,7838393,Brooklyn,40.70985,-73.96923,Entire home/apt,500,31,3,45,0.88,256
5349,4178851,Brooklyn,40.71961,-73.95837,Entire home/apt,380,31,3,119,1.9,349
6124,4742068,Brooklyn,40.61957,-73.9936,Entire home/apt,93,32,3,61,1.06,338
16370,13757434,Brooklyn,40.68398,-73.94101,Entire home/apt,90,33,3,125,3,291
24910,21292130,Brooklyn,40.67433,-73.92824,Entire home/apt,265,33,3,33,1.29,347
6361,4860650,Brooklyn,40.66003,-73.98567,Entire home/apt,150,34,3,77,1.29,0
33474,29101869,Brooklyn,40.69898,-73.94705,Entire home/apt,95,34,3,51,3.98,7
6552,5031178,Brooklyn,40.68594,-73.90653,Entire home/apt,174,34,3,213,3.64,323
2408,1351217,Brooklyn,40.68208,-73.93115,Entire home/apt,98,35,3,161,2.91,1
19480,16533954,Brooklyn,40.67673,-73.95311,Entire home/apt,171,36,3,92,2.76,40
5151,4000621,Brooklyn,40.6835,-73.92754,Entire home/apt,145,37,3,133,2.15,302
15923,13507377,Brooklyn,40.66769,-73.98886,Entire home/apt,190,37,3,41,0.99,330
4436,3369100,Brooklyn,40.67978,-73.97458,Entire home/apt,175,38,3,196,2.96,332
11896,9730432,Brooklyn,40.64962,-74.00028,Entire home/apt,95,38,3,95,1.98,347
18032,15360248,Brooklyn,40.71322,-73.9648,Entire home/apt,408,39,3,102,2.7,308
27122,22465327,Brooklyn,40.69023,-73.91621,Entire home/apt,399,40,3,20,0.91,298
13097,10573225,Brooklyn,40.6651,-73.98307,Entire home/apt,135,41,3,153,3.24,292
4716,3635348,Brooklyn,40.67927,-73.93208,Entire home/apt,150,42,3,134,2.07,234
29043,24460450,Brooklyn,40.67765,-73.89327,Entire home/apt,125,43,3,63,3.26,311
18579,15952447,Brooklyn,40.67192,-73.97733,Entire home/apt,185,43,3,126,3.43,319
3381,2203926,Brooklyn,40.71292,-73.95876,Entire home/apt,325,44,3,186,3.33,330
2258,1209921,Brooklyn,40.68272,-73.92885,Entire home/apt,99,44,3,80,1.07,348
21275,18542490,Brooklyn,40.6764,-73.95497,Entire home/apt,171,45,3,75,2.63,37
18430,15798969,Brooklyn,40.6459,-73.9642,Entire home/apt,153,45,3,70,1.95,275
25765,21797928,Brooklyn,40.63146,-73.96227,Entire home/apt,95,45,3,34,1.4,291
28517,23877625,Brooklyn,40.68311,-73.93124,Entire home/apt,165,48,3,76,3.72,337
7630,6285844,Brooklyn,40.70451,-73.92685,Entire home/apt,145,48,3,108,1.95,344
1423,688652,Brooklyn,40.69445,-73.96401,Entire home/apt,249,49,3,20,0.23,340
11850,9707498,Brooklyn,40.66759,-73.99009,Entire home/apt,120,50,3,161,3.41,0
9033,7415905,Brooklyn,40.6846,-73.94478,Entire home/apt,125,50,3,146,2.77,122
13048,10527274,Brooklyn,40.67895,-73.92851,Entire home/apt,125,50,3,84,3.01,286
2648,1645667,Brooklyn,40.68656,-73.95348,Entire home/apt,130,51,3,237,3.13,338
2443,1392144,Brooklyn,40.67071,-73.94752,Entire home/apt,275,52,3,27,0.35,311
23496,20231046,Brooklyn,40.69426,-73.90785,Entire home/apt,157,53,3,94,3.37,245
17799,15111011,Brooklyn,40.68408,-73.95411,Entire home/apt,140,54,3,70,1.85,275
2960,1922863,Brooklyn,40.71715,-73.95527,Entire home/apt,248,54,3,68,1,313
8233,6749285,Brooklyn,40.67837,-73.95517,Entire home/apt,150,55,3,228,4.33,261
