temperature,rainfall,humidity,yield_apples2
61.00,70.00,63.00,63.80
73.00,41.00,44.00,52.10
51.00,46.00,68.00,58.50
91.00,50.00,92.00,83.30
48.00,44.00,40.00,43.20
87.00,72.00,78.00,79.50
93.00,82.00,50.00,69.30
59.00,85.00,79.00,74.20
56.00,52.00,62.00,58.20
84.00,85.00,76.00,80.20
49.00,73.00,66.00,62.30
98.00,66.00,97.00,91.10
92.00,57.00,77.00,77.50
96.00,90.00,48.00,70.80
65.00,54.00,80.00,70.30
52.00,40.00,52.00,49.60
88.00,60.00,45.00,60.90
49.00,53.00,50.00,50.30
79.00,65.00,70.00,71.70
87.00,64.00,52.00,64.90
93.00,84.00,96.00,92.70
95.00,40.00,57.00,65.00
85.00,88.00,60.00,73.10
86.00,44.00,84.00,76.60
94.00,42.00,86.00,79.60
54.00,81.00,93.00,78.90
46.00,62.00,97.00,74.70
60.00,70.00,81.00,72.50
95.00,46.00,72.00,73.70
89.00,68.00,43.00,61.80
72.00,88.00,74.00,76.20
87.00,45.00,88.00,79.10
57.00,51.00,78.00,66.30
55.00,72.00,78.00,69.90
44.00,75.00,94.00,75.20
79.00,53.00,75.00,71.80
46.00,45.00,96.00,70.80
93.00,50.00,45.00,60.40
42.00,79.00,78.00,67.40
97.00,65.00,57.00,70.60
78.00,73.00,89.00,82.50
45.00,73.00,47.00,51.60
47.00,58.00,63.00,57.20
45.00,81.00,98.00,78.70
69.00,97.00,62.00,71.10
75.00,76.00,62.00,68.70
84.00,92.00,83.00,85.10
48.00,41.00,60.00,52.60
40.00,46.00,95.00,68.70
59.00,85.00,83.00,76.20
97.00,55.00,78.00,79.10
95.00,49.00,45.00,60.80
67.00,86.00,51.00,62.80
54.00,78.00,92.00,77.80
62.00,64.00,48.00,55.40
72.00,57.00,76.00,71.00
56.00,70.00,44.00,52.80
63.00,80.00,63.00,66.40
88.00,46.00,50.00,60.60
89.00,75.00,69.00,76.20
71.00,66.00,67.00,68.00
72.00,72.00,42.00,57.00
97.00,71.00,69.00,77.80
65.00,41.00,80.00,67.70
59.00,59.00,49.00,54.00
61.00,58.00,84.00,71.90
96.00,83.00,52.00,71.40
41.00,59.00,79.00,63.60
54.00,61.00,73.00,64.90
43.00,87.00,68.00,64.30
42.00,72.00,65.00,59.50
43.00,51.00,76.00,61.10
75.00,43.00,61.00,61.60
86.00,49.00,53.00,62.10
72.00,58.00,43.00,54.70
68.00,62.00,43.00,54.30
90.00,91.00,89.00,89.70
54.00,46.00,58.00,54.40
78.00,80.00,87.00,82.90
79.00,91.00,91.00,87.40
62.00,50.00,80.00,68.60
82.00,63.00,90.00,82.20
54.00,98.00,77.00,74.30
69.00,91.00,76.00,76.90
86.00,80.00,50.00,66.80
40.00,82.00,55.00,55.90
42.00,70.00,56.00,54.60
44.00,75.00,62.00,59.20
63.00,78.00,63.00,66.00
44.00,50.00,94.00,70.20
53.00,58.00,88.00,71.50
93.00,45.00,75.00,74.40
81.00,81.00,57.00,69.00
66.00,60.00,82.00,72.80
89.00,70.00,50.00,65.70
70.00,70.00,74.00,72.00
51.00,73.00,83.00,71.40
70.00,78.00,53.00,63.10
91.00,87.00,85.00,87.20
82.00,49.00,82.00,75.40
49.00,73.00,82.00,70.30
82.00,49.00,53.00,60.90
74.00,98.00,63.00,73.30
60.00,70.00,55.00,59.50
97.00,91.00,81.00,87.80
49.00,50.00,92.00,70.70
83.00,94.00,47.00,67.20
98.00,55.00,60.00,70.40
77.00,65.00,72.00,72.10
94.00,69.00,91.00,87.50
51.00,90.00,56.00,61.30
59.00,81.00,55.00,61.40
74.00,52.00,80.00,72.60
63.00,64.00,45.00,54.20
71.00,79.00,43.00,58.60
51.00,62.00,74.00,64.70
42.00,86.00,89.00,74.30
65.00,68.00,41.00,53.60
72.00,76.00,75.00,74.30
61.00,40.00,45.00,48.80
52.00,72.00,40.00,50.00
96.00,40.00,50.00,61.80
44.00,77.00,78.00,67.60
79.00,63.00,92.00,82.30
48.00,81.00,68.00,64.60
46.00,53.00,70.00,59.40
94.00,86.00,43.00,66.90
49.00,92.00,77.00,71.60
84.00,68.00,40.00,58.80
92.00,72.00,85.00,84.50
47.00,49.00,64.00,55.90
98.00,45.00,98.00,87.40
79.00,82.00,96.00,88.10
83.00,59.00,90.00,81.70
61.00,84.00,60.00,65.10
89.00,59.00,95.00,86.00
97.00,79.00,92.00,90.90
59.00,40.00,60.00,55.70
55.00,44.00,85.00,67.80
83.00,77.00,93.00,86.80
56.00,52.00,93.00,73.70
89.00,79.00,82.00,83.50
92.00,55.00,97.00,87.10
53.00,53.00,70.00,61.50
69.00,47.00,78.00,69.10
90.00,43.00,65.00,68.10
51.00,81.00,56.00,59.50
90.00,42.00,82.00,76.40
49.00,78.00,70.00,65.30
96.00,96.00,57.00,76.50
80.00,98.00,50.00,68.60
84.00,67.00,89.00,83.10
84.00,80.00,42.00,62.20
84.00,53.00,53.00,62.30
55.00,74.00,82.00,72.30
55.00,48.00,91.00,71.60
63.00,95.00,97.00,86.40
65.00,41.00,42.00,48.70
81.00,95.00,80.00,83.30
86.00,84.00,84.00,84.60
55.00,50.00,43.00,48.00
46.00,85.00,96.00,78.80
88.00,78.00,91.00,87.50
57.00,83.00,58.00,62.70
83.00,85.00,77.00,80.40
90.00,42.00,81.00,75.90
40.00,53.00,94.00,69.60
45.00,93.00,63.00,63.60
66.00,65.00,41.00,53.30
51.00,88.00,68.00,66.90
69.00,41.00,73.00,65.40
68.00,88.00,64.00,70.00
61.00,82.00,93.00,81.20
54.00,86.00,54.00,60.40
42.00,53.00,78.00,62.20
68.00,61.00,71.00,68.10
67.00,64.00,68.00,66.90
80.00,67.00,56.00,65.40
78.00,53.00,45.00,56.50
49.00,64.00,98.00,76.50
83.00,73.00,92.00,85.50
97.00,73.00,78.00,82.70
97.00,70.00,58.00,72.10
78.00,94.00,53.00,68.70
94.00,70.00,72.00,78.20
93.00,74.00,47.00,66.20
79.00,53.00,40.00,54.30
61.00,76.00,65.00,66.00
55.00,66.00,92.00,75.70
86.00,66.00,89.00,83.50
62.00,76.00,60.00,63.80
82.00,68.00,78.00,77.20
73.00,90.00,86.00,82.90
88.00,52.00,71.00,72.30
92.00,77.00,54.00,70.00
72.00,87.00,90.00,84.00
88.00,55.00,87.00,80.90
53.00,70.00,86.00,72.90
74.00,55.00,45.00,55.70
43.00,90.00,85.00,73.40
53.00,66.00,89.00,73.60
82.00,84.00,66.00,74.40
95.00,71.00,95.00,90.20
83.00,75.00,74.00,76.90
43.00,68.00,53.00,53.00
90.00,74.00,97.00,90.30
44.00,72.00,96.00,75.60
91.00,78.00,43.00,64.40
60.00,86.00,76.00,73.20
69.00,95.00,43.00,61.20
55.00,88.00,81.00,74.60
48.00,62.00,97.00,75.30
74.00,58.00,62.00,64.80
56.00,85.00,85.00,76.30
68.00,53.00,65.00,63.50
50.00,70.00,84.00,71.00
41.00,91.00,66.00,63.50
88.00,61.00,60.00,68.60
57.00,93.00,69.00,70.20
65.00,50.00,57.00,58.00
62.00,92.00,77.00,75.50
79.00,97.00,97.00,91.60
70.00,61.00,74.00,70.20
76.00,58.00,65.00,66.90
41.00,41.00,87.00,64.00
61.00,54.00,58.00,58.10
42.00,41.00,94.00,67.80
55.00,93.00,80.00,75.10
65.00,49.00,52.00,55.30
76.00,73.00,82.00,78.40
85.00,91.00,51.00,69.20
85.00,98.00,40.00,65.10
88.00,43.00,46.00,58.00
65.00,40.00,91.00,73.00
63.00,77.00,91.00,79.80
80.00,87.00,95.00,88.90
88.00,92.00,92.00,90.80
71.00,50.00,98.00,80.30
88.00,95.00,44.00,67.40
89.00,43.00,50.00,60.30
71.00,50.00,91.00,76.80
85.00,51.00,71.00,71.20
59.00,45.00,45.00,49.20
62.00,72.00,75.00,70.50
74.00,59.00,79.00,73.50
93.00,72.00,89.00,86.80
69.00,44.00,79.00,69.00
73.00,46.00,52.00,57.10
66.00,76.00,64.00,67.00
43.00,53.00,75.00,61.00
65.00,94.00,59.00,67.80
96.00,93.00,62.00,78.40
97.00,83.00,60.00,75.70
85.00,47.00,60.00,64.90
98.00,87.00,94.00,93.80
96.00,63.00,92.00,87.40
82.00,49.00,55.00,61.90
76.00,74.00,83.00,79.10
83.00,55.00,54.00,62.90
78.00,48.00,92.00,79.00
79.00,80.00,66.00,72.70
57.00,76.00,83.00,73.80
52.00,83.00,74.00,69.20
62.00,58.00,45.00,52.70
76.00,69.00,92.00,82.60
63.00,40.00,61.00,57.40
68.00,90.00,86.00,81.40
87.00,64.00,62.00,69.90
49.00,56.00,47.00,49.40
68.00,82.00,61.00,67.30
55.00,83.00,59.00,62.60
58.00,51.00,58.00,56.60
58.00,53.00,56.00,56.00
70.00,45.00,96.00,78.00
81.00,58.00,59.00,65.40
54.00,76.00,47.00,54.90
82.00,51.00,68.00,68.80
76.00,81.00,65.00,71.50
54.00,90.00,78.00,73.20
82.00,65.00,70.00,72.60
50.00,79.00,93.00,77.30
43.00,46.00,41.00,42.60
76.00,86.00,69.00,74.50
84.00,44.00,63.00,65.50
59.00,48.00,91.00,72.80
96.00,41.00,60.00,67.00
95.00,45.00,61.00,68.00
90.00,92.00,68.00,79.40
74.00,43.00,90.00,75.80
56.00,45.00,59.00,55.30
83.00,50.00,81.00,75.40
94.00,57.00,78.00,78.60
94.00,55.00,50.00,64.20
47.00,60.00,75.00,63.60
95.00,43.00,72.00,73.10
65.00,77.00,88.00,78.90
69.00,70.00,40.00,54.70
66.00,65.00,67.00,66.30
57.00,57.00,91.00,74.00
78.00,79.00,64.00,71.20
59.00,73.00,87.00,75.80
52.00,65.00,83.00,70.10
44.00,56.00,77.00,62.90
48.00,90.00,60.00,62.40
82.00,56.00,45.00,58.30
73.00,70.00,96.00,83.90
73.00,46.00,84.00,73.10
82.00,44.00,68.00,67.40
48.00,65.00,48.00,51.40
94.00,74.00,85.00,85.50
52.00,91.00,97.00,82.30
87.00,85.00,60.00,73.10
41.00,77.00,43.00,49.20
88.00,94.00,71.00,80.70
71.00,70.00,91.00,80.80
61.00,69.00,73.00,68.60
94.00,63.00,54.00,67.80
56.00,41.00,94.00,72.00
81.00,69.00,75.00,75.60
50.00,47.00,52.00,50.40
41.00,72.00,72.00,62.70
75.00,79.00,63.00,69.80
98.00,93.00,73.00,84.50
62.00,85.00,56.00,63.60
97.00,57.00,61.00,71.00
85.00,97.00,95.00,92.40
73.00,58.00,47.00,57.00
48.00,82.00,43.00,52.30
60.00,41.00,75.00,63.70
51.00,94.00,50.00,59.10
48.00,96.00,40.00,53.60
95.00,93.00,78.00,86.10
74.00,90.00,70.00,75.20
54.00,41.00,71.00,59.90
64.00,67.00,79.00,72.10
78.00,58.00,82.00,76.00
59.00,77.00,43.00,54.60
76.00,46.00,91.00,77.50
68.00,60.00,56.00,60.40
66.00,88.00,78.00,76.40
98.00,59.00,50.00,66.20
44.00,45.00,44.00,44.20
56.00,88.00,89.00,78.90
61.00,48.00,58.00,56.90
79.00,72.00,81.00,78.60
98.00,48.00,46.00,62.00
45.00,67.00,53.00,53.40
83.00,83.00,67.00,75.00
54.00,77.00,86.00,74.60
89.00,46.00,96.00,83.90
84.00,85.00,79.00,81.70
50.00,96.00,49.00,58.70
70.00,75.00,71.00,71.50
69.00,78.00,58.00,65.30
55.00,62.00,59.00,58.40
88.00,91.00,72.00,80.60
68.00,93.00,57.00,67.50
86.00,63.00,91.00,83.90
76.00,57.00,93.00,80.70
42.00,41.00,52.00,46.80
65.00,84.00,51.00,61.80
63.00,83.00,49.00,60.00
77.00,54.00,97.00,82.40
46.00,61.00,59.00,55.50
71.00,43.00,64.00,61.90
58.00,41.00,67.00,59.10
79.00,96.00,65.00,75.40
48.00,86.00,65.00,64.10
84.00,73.00,40.00,59.80
57.00,67.00,67.00,64.00
43.00,91.00,42.00,52.10
45.00,83.00,91.00,75.60
78.00,65.00,89.00,80.90
82.00,78.00,62.00,71.20
53.00,93.00,64.00,66.50
87.00,89.00,83.00,85.40
97.00,44.00,96.00,85.90
68.00,71.00,77.00,73.10
42.00,96.00,96.00,79.80
86.00,82.00,98.00,91.20
75.00,58.00,62.00,65.10
71.00,50.00,78.00,70.30
88.00,53.00,85.00,79.50
60.00,56.00,96.00,77.20
48.00,74.00,48.00,53.20
57.00,81.00,65.00,65.80
90.00,93.00,78.00,84.60
94.00,44.00,80.00,77.00
57.00,93.00,49.00,60.20
49.00,95.00,61.00,64.20
79.00,40.00,92.00,77.70
87.00,64.00,61.00,69.40
61.00,89.00,61.00,66.60
92.00,75.00,47.00,66.10
77.00,71.00,66.00,70.30
56.00,84.00,47.00,57.10
56.00,87.00,63.00,65.70
41.00,58.00,56.00,51.90
94.00,43.00,53.00,63.30
68.00,75.00,72.00,71.40
94.00,43.00,46.00,59.80
83.00,64.00,81.00,78.20
49.00,67.00,41.00,48.60
45.00,66.00,50.00,51.70
85.00,97.00,83.00,86.40
89.00,93.00,59.00,74.80
87.00,93.00,63.00,76.20
64.00,43.00,58.00,56.80
60.00,84.00,62.00,65.80
46.00,49.00,96.00,71.60
41.00,72.00,64.00,58.70
68.00,66.00,86.00,76.60
54.00,65.00,50.00,54.20
93.00,84.00,63.00,76.20
52.00,98.00,72.00,71.20
65.00,60.00,78.00,70.50
55.00,82.00,73.00,69.40
70.00,93.00,71.00,75.10
40.00,61.00,63.00,55.70
68.00,82.00,97.00,85.30
65.00,68.00,51.00,58.60
53.00,88.00,92.00,79.50
57.00,84.00,47.00,57.40
50.00,41.00,69.00,57.70
40.00,74.00,54.00,53.80
47.00,57.00,57.00,54.00
87.00,88.00,97.00,92.20
94.00,76.00,90.00,88.40
73.00,81.00,52.00,64.10
81.00,94.00,96.00,91.10
42.00,43.00,75.00,58.70
82.00,94.00,57.00,71.90
65.00,43.00,88.00,72.10
98.00,53.00,85.00,82.50
65.00,47.00,49.00,53.40
64.00,60.00,86.00,74.20
65.00,48.00,65.00,61.60
53.00,67.00,87.00,72.80
48.00,78.00,75.00,67.50
46.00,84.00,90.00,75.60
75.00,48.00,81.00,72.60
49.00,90.00,50.00,57.70
64.00,48.00,89.00,73.30
81.00,61.00,59.00,66.00
58.00,97.00,86.00,79.80
44.00,63.00,60.00,55.80
65.00,67.00,90.00,77.90
49.00,95.00,65.00,66.20
65.00,97.00,46.00,61.90
78.00,57.00,61.00,65.30
46.00,94.00,51.00,58.10
98.00,52.00,44.00,61.80
53.00,52.00,79.00,65.80
96.00,75.00,49.00,68.30
75.00,52.00,74.00,69.90
86.00,76.00,97.00,89.50
64.00,85.00,76.00,74.20
48.00,41.00,61.00,53.10
47.00,50.00,73.00,60.60
46.00,49.00,52.00,49.60
50.00,76.00,81.00,70.70
46.00,40.00,46.00,44.80
82.00,62.00,44.00,59.00
89.00,64.00,62.00,70.50
54.00,61.00,56.00,56.40
92.00,90.00,75.00,83.10
90.00,94.00,96.00,93.80
73.00,57.00,54.00,60.30
90.00,43.00,84.00,77.60
93.00,62.00,78.00,79.30
88.00,54.00,94.00,84.20
94.00,58.00,50.00,64.80
88.00,63.00,92.00,85.00
55.00,94.00,90.00,80.30
76.00,42.00,76.00,69.20
89.00,97.00,96.00,94.10
76.00,56.00,71.00,69.50
75.00,88.00,84.00,82.10
78.00,75.00,83.00,79.90
43.00,94.00,68.00,65.70
73.00,61.00,56.00,62.10
98.00,95.00,48.00,72.40
89.00,64.00,43.00,61.00
82.00,45.00,41.00,54.10
97.00,84.00,46.00,68.90
91.00,46.00,84.00,78.50
73.00,90.00,64.00,71.90
78.00,51.00,40.00,53.60
68.00,79.00,55.00,63.70
80.00,79.00,41.00,60.30
55.00,96.00,84.00,77.70
45.00,73.00,63.00,59.60
45.00,73.00,65.00,60.60
95.00,80.00,90.00,89.50
69.00,47.00,57.00,58.60
71.00,89.00,72.00,75.10
60.00,86.00,78.00,74.20
98.00,74.00,43.00,65.70
47.00,83.00,59.00,60.20
91.00,65.00,43.00,61.80
48.00,42.00,71.00,58.30
98.00,98.00,58.00,78.00
74.00,45.00,84.00,73.20
92.00,86.00,77.00,83.30
73.00,69.00,51.00,61.20
56.00,87.00,94.00,81.20
77.00,93.00,96.00,89.70
94.00,98.00,79.00,87.30
90.00,50.00,81.00,77.50
56.00,56.00,66.00,61.00
54.00,90.00,75.00,71.70
56.00,85.00,43.00,55.30
63.00,88.00,91.00,82.00
96.00,90.00,98.00,95.80
71.00,74.00,89.00,80.60
82.00,89.00,83.00,83.90
54.00,95.00,46.00,58.20
78.00,55.00,77.00,72.90
77.00,53.00,91.00,79.20
79.00,98.00,63.00,74.80
61.00,89.00,68.00,70.10
61.00,52.00,45.00,51.20
97.00,90.00,55.00,74.60
41.00,87.00,51.00,55.20
98.00,56.00,64.00,72.60
73.00,40.00,92.00,75.90
91.00,79.00,61.00,73.60
85.00,58.00,66.00,70.10
50.00,65.00,88.00,72.00
63.00,88.00,56.00,64.50
50.00,76.00,94.00,77.20
46.00,73.00,73.00,64.90
47.00,90.00,49.00,56.60
94.00,42.00,70.00,71.60
94.00,98.00,46.00,70.80
95.00,96.00,40.00,67.70
58.00,45.00,94.00,73.40
88.00,73.00,97.00,89.50
72.00,66.00,70.00,69.80
50.00,70.00,95.00,76.50
89.00,80.00,75.00,80.20
95.00,59.00,88.00,84.30
60.00,50.00,49.00,52.50
98.00,79.00,47.00,68.70
72.00,61.00,50.00,58.80
91.00,90.00,63.00,76.80
45.00,73.00,63.00,59.60
56.00,79.00,54.00,59.60
87.00,75.00,97.00,89.60
46.00,56.00,50.00,50.00
67.00,91.00,92.00,84.30
67.00,92.00,48.00,62.50
72.00,54.00,43.00,53.90
49.00,93.00,50.00,58.30
93.00,70.00,98.00,90.90
80.00,86.00,53.00,67.70
74.00,62.00,44.00,56.60
69.00,53.00,75.00,68.80
97.00,50.00,51.00,64.60
67.00,48.00,46.00,52.70
76.00,98.00,94.00,89.40
90.00,65.00,94.00,87.00
69.00,75.00,50.00,60.70
90.00,76.00,83.00,83.70
65.00,43.00,51.00,53.60
97.00,77.00,78.00,83.50
44.00,94.00,46.00,55.00
89.00,57.00,64.00,70.10
93.00,41.00,64.00,68.10
47.00,59.00,98.00,74.90
52.00,43.00,95.00,71.70
86.00,48.00,84.00,77.40
57.00,94.00,87.00,79.40
93.00,77.00,79.00,82.80
59.00,58.00,47.00,52.80
94.00,62.00,92.00,86.60
80.00,82.00,81.00,80.90
78.00,78.00,85.00,81.50
62.00,88.00,45.00,58.70
65.00,67.00,91.00,78.40
66.00,82.00,70.00,71.20
73.00,58.00,55.00,61.00
45.00,66.00,57.00,55.20
66.00,96.00,95.00,86.50
67.00,89.00,91.00,83.40
48.00,96.00,45.00,56.10
79.00,84.00,90.00,85.50
41.00,96.00,82.00,72.50
43.00,57.00,66.00,57.30
91.00,74.00,53.00,68.60
43.00,43.00,72.00,57.50
72.00,72.00,71.00,71.50
50.00,46.00,73.00,60.70
44.00,50.00,86.00,66.20
72.00,58.00,74.00,70.20
83.00,85.00,58.00,70.90
59.00,64.00,40.00,50.50
72.00,40.00,58.00,58.60
98.00,40.00,63.00,68.90
69.00,56.00,94.00,78.90
86.00,91.00,53.00,70.50
47.00,53.00,67.00,58.20
85.00,43.00,52.00,60.10
68.00,59.00,42.00,53.20
61.00,82.00,95.00,82.20
60.00,61.00,67.00,63.70
42.00,96.00,47.00,55.30
47.00,74.00,52.00,54.90
58.00,80.00,78.00,72.40
50.00,90.00,73.00,69.50
85.00,85.00,53.00,69.00
73.00,64.00,72.00,70.70
63.00,74.00,63.00,65.20
42.00,73.00,48.00,51.20
43.00,89.00,84.00,72.70
97.00,49.00,83.00,80.40
93.00,44.00,68.00,70.70
59.00,84.00,78.00,73.50
70.00,59.00,81.00,73.30
47.00,72.00,92.00,74.50
67.00,72.00,52.00,60.50
81.00,66.00,74.00,74.50
40.00,91.00,88.00,74.20
89.00,67.00,50.00,65.10
67.00,61.00,63.00,63.80
89.00,51.00,76.00,74.90
85.00,61.00,50.00,62.70
70.00,73.00,70.00,70.60
59.00,79.00,67.00,67.00
92.00,44.00,76.00,74.40
69.00,45.00,94.00,76.70
41.00,46.00,47.00,45.00
57.00,67.00,57.00,59.00
85.00,81.00,64.00,73.70
95.00,73.00,59.00,72.60
92.00,90.00,93.00,92.10
49.00,49.00,72.00,60.50
69.00,57.00,64.00,64.10
97.00,75.00,64.00,76.10
46.00,77.00,67.00,62.70
76.00,53.00,88.00,77.40
44.00,70.00,43.00,48.70
92.00,45.00,58.00,65.60
82.00,52.00,59.00,64.50
51.00,67.00,71.00,64.20
68.00,88.00,74.00,75.00
95.00,66.00,91.00,87.20
55.00,88.00,71.00,69.60
86.00,82.00,52.00,68.20
79.00,53.00,97.00,82.80
55.00,69.00,65.00,62.80
96.00,68.00,77.00,80.90
56.00,45.00,47.00,49.30
74.00,61.00,93.00,80.90
46.00,61.00,64.00,58.00
71.00,95.00,79.00,79.80
45.00,80.00,72.00,65.50
54.00,62.00,66.00,61.60
72.00,61.00,69.00,68.30
41.00,49.00,55.00,49.60
48.00,72.00,63.00,60.30
86.00,73.00,77.00,78.90
73.00,47.00,83.00,72.80
45.00,42.00,62.00,52.90
44.00,77.00,89.00,73.10
46.00,96.00,94.00,80.00
67.00,71.00,66.00,67.30
82.00,68.00,51.00,63.70
95.00,78.00,90.00,89.10
64.00,97.00,69.00,73.10
57.00,89.00,72.00,70.90
93.00,43.00,80.00,76.50
85.00,51.00,57.00,64.20
77.00,84.00,91.00,85.40
77.00,58.00,65.00,67.20
95.00,55.00,65.00,72.00
56.00,46.00,80.00,66.00
88.00,49.00,95.00,83.70
91.00,94.00,85.00,88.60
80.00,70.00,97.00,86.50
62.00,95.00,68.00,71.60
73.00,85.00,50.00,63.90
56.00,65.00,88.00,73.80
40.00,73.00,45.00,49.10
48.00,95.00,51.00,58.90
69.00,51.00,55.00,58.40
89.00,78.00,63.00,73.80
85.00,55.00,78.00,75.50
45.00,77.00,91.00,74.40
60.00,85.00,53.00,61.50
69.00,50.00,74.00,67.70
93.00,95.00,79.00,86.40
61.00,58.00,76.00,67.90
62.00,72.00,50.00,58.00
67.00,49.00,66.00,62.90
40.00,50.00,68.00,56.00
59.00,71.00,44.00,53.90
84.00,98.00,68.00,78.80
67.00,73.00,85.00,77.20
49.00,75.00,56.00,57.70
79.00,64.00,65.00,69.00
59.00,84.00,42.00,55.50
49.00,40.00,83.00,64.20
82.00,67.00,62.00,69.00
79.00,78.00,94.00,86.30
88.00,49.00,90.00,81.20
98.00,95.00,53.00,74.90
83.00,61.00,73.00,73.60
40.00,73.00,65.00,59.10
65.00,73.00,65.00,66.60
72.00,94.00,65.00,72.90
81.00,41.00,63.00,64.00
46.00,83.00,76.00,68.40
89.00,40.00,56.00,62.70
82.00,55.00,43.00,57.10
44.00,70.00,85.00,69.70
92.00,65.00,55.00,68.10
48.00,61.00,96.00,74.60
46.00,52.00,70.00,59.20
87.00,48.00,78.00,74.70
85.00,69.00,76.00,77.30
47.00,41.00,65.00,54.80
86.00,49.00,93.00,82.10
79.00,83.00,50.00,65.30
90.00,52.00,56.00,65.40
63.00,48.00,44.00,50.50
80.00,81.00,83.00,81.70
93.00,74.00,48.00,66.70
83.00,59.00,92.00,82.70
46.00,86.00,79.00,70.50
93.00,79.00,80.00,83.70
74.00,67.00,45.00,58.10
82.00,59.00,65.00,68.90
55.00,50.00,40.00,46.50
73.00,73.00,84.00,78.50
73.00,93.00,42.00,61.50
72.00,60.00,60.00,63.60
52.00,61.00,66.00,60.80
57.00,90.00,67.00,68.60
89.00,64.00,83.00,81.00
64.00,41.00,79.00,66.90
71.00,62.00,49.00,58.20
79.00,47.00,73.00,69.60
93.00,72.00,65.00,74.80
60.00,56.00,75.00,66.70
70.00,79.00,58.00,65.80
44.00,61.00,42.00,46.40
74.00,89.00,68.00,74.00
57.00,47.00,70.00,61.50
53.00,64.00,60.00,58.70
76.00,93.00,63.00,72.90
42.00,52.00,64.00,55.00
97.00,48.00,70.00,73.70
89.00,74.00,70.00,76.50
84.00,66.00,70.00,73.40
63.00,66.00,98.00,81.10
53.00,67.00,89.00,73.80
80.00,63.00,92.00,82.60
46.00,96.00,84.00,75.00
84.00,60.00,86.00,80.20
79.00,80.00,40.00,59.70
98.00,81.00,50.00,70.60
90.00,67.00,56.00,68.40
69.00,79.00,45.00,59.00
65.00,48.00,76.00,67.10
84.00,69.00,69.00,73.50
55.00,53.00,80.00,67.10
90.00,74.00,91.00,87.30
54.00,74.00,49.00,55.50
92.00,77.00,77.00,81.50
78.00,75.00,42.00,59.40
79.00,40.00,63.00,63.20
73.00,40.00,57.00,58.40
60.00,85.00,76.00,73.00
55.00,87.00,84.00,75.90
48.00,78.00,53.00,56.50
71.00,66.00,61.00,65.00
68.00,58.00,65.00,64.50
50.00,50.00,52.00,51.00
85.00,82.00,66.00,74.90
73.00,73.00,78.00,75.50
50.00,42.00,47.00,46.90
74.00,68.00,65.00,68.30
87.00,70.00,46.00,63.10
67.00,85.00,92.00,83.10
50.00,88.00,68.00,66.60
42.00,83.00,48.00,53.20
43.00,51.00,74.00,60.10
51.00,78.00,64.00,62.90
73.00,94.00,95.00,88.20
98.00,54.00,46.00,63.20
83.00,69.00,59.00,68.20
87.00,55.00,90.00,82.10
65.00,93.00,76.00,76.10
77.00,75.00,57.00,66.60
81.00,73.00,42.00,59.90
52.00,77.00,97.00,79.50
83.00,90.00,79.00,82.40
43.00,44.00,83.00,63.20
93.00,76.00,92.00,89.10
72.00,66.00,91.00,80.30
43.00,77.00,81.00,68.80
95.00,78.00,86.00,87.10
55.00,44.00,74.00,62.30
72.00,98.00,58.00,70.20
41.00,78.00,93.00,74.40
57.00,64.00,71.00,65.40
52.00,54.00,43.00,47.90
88.00,52.00,83.00,78.30
83.00,89.00,70.00,77.70
74.00,82.00,91.00,84.10
79.00,40.00,73.00,68.20
47.00,61.00,85.00,68.80
50.00,77.00,42.00,51.40
41.00,98.00,69.00,66.40
83.00,79.00,59.00,70.20
44.00,86.00,42.00,51.40
96.00,74.00,80.00,83.60
73.00,97.00,60.00,71.30
70.00,66.00,41.00,54.70
58.00,85.00,93.00,80.90
76.00,88.00,90.00,85.40
50.00,58.00,70.00,61.60
76.00,43.00,62.00,62.40
74.00,53.00,69.00,67.30
78.00,56.00,81.00,75.10
58.00,48.00,62.00,58.00
61.00,82.00,64.00,66.70
90.00,70.00,80.00,81.00
96.00,76.00,89.00,88.50
66.00,95.00,90.00,83.80
51.00,91.00,44.00,55.50
72.00,63.00,64.00,66.20
97.00,75.00,67.00,77.60
54.00,53.00,76.00,64.80
98.00,82.00,86.00,88.80
82.00,77.00,98.00,89.00
90.00,74.00,81.00,82.30
79.00,69.00,66.00,70.50
52.00,64.00,40.00,48.40
47.00,77.00,49.00,54.00
54.00,55.00,66.00,60.20
95.00,76.00,83.00,85.20
53.00,67.00,56.00,57.30
72.00,85.00,87.00,82.10
70.00,41.00,60.00,59.20
53.00,70.00,81.00,70.40
40.00,45.00,58.00,50.00
54.00,66.00,65.00,61.90
87.00,95.00,72.00,81.10
63.00,83.00,67.00,69.00
81.00,53.00,69.00,69.40
71.00,55.00,62.00,63.30
42.00,97.00,86.00,75.00
68.00,59.00,42.00,53.20
85.00,65.00,72.00,74.50
64.00,62.00,94.00,78.60
91.00,69.00,95.00,88.60
59.00,46.00,54.00,53.90
61.00,62.00,63.00,62.20
56.00,59.00,47.00,52.10
64.00,46.00,60.00,58.40
90.00,41.00,96.00,83.20
78.00,85.00,61.00,70.90
68.00,88.00,95.00,85.50
80.00,88.00,92.00,87.60
76.00,95.00,79.00,81.30
51.00,95.00,71.00,69.80
76.00,84.00,40.00,59.60
61.00,60.00,82.00,71.30
54.00,87.00,47.00,57.10
97.00,40.00,75.00,74.60
77.00,82.00,82.00,80.50
